"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","IMMIGINFLOW","FAM","NBR","A","2003",40105,
"AUS","IMMIGINFLOW","FAM","NBR","A","2004",42187,
"AUS","IMMIGINFLOW","FAM","NBR","A","2005",43747,
"AUS","IMMIGINFLOW","FAM","NBR","A","2006",45943,
"AUS","IMMIGINFLOW","FAM","NBR","A","2007",48769,
"AUS","IMMIGINFLOW","FAM","NBR","A","2008",49870,
"AUS","IMMIGINFLOW","FAM","NBR","A","2009",56366,
"AUS","IMMIGINFLOW","FAM","NBR","A","2010",60254,
"AUS","IMMIGINFLOW","FAM","NBR","A","2011",54543,
"AUS","IMMIGINFLOW","FAM","NBR","A","2012",58604,
"AUS","IMMIGINFLOW","FAM","NBR","A","2013",60185,
"AUS","IMMIGINFLOW","FAM","NBR","A","2014",61112,
"AUS","IMMIGINFLOW","FAM","NBR","A","2015",61085,
"AUS","IMMIGINFLOW","FAM","NBR","A","2016",60912,
"AUS","IMMIGINFLOW","FAM","NBR","A","2017",59620,
"AUS","IMMIGINFLOW","FAM","NBR","A","2018",51082,
"AUS","IMMIGINFLOW","FAM","NBR","A","2019",50495,
"AUS","IMMIGINFLOW","FAM","NBR","A","2020",44442,
"AUS","IMMIGINFLOW","FAM","NBR","A","2021",80378,
"AUS","IMMIGINFLOW","FAM","NBR","A","2022",54294,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2003",30166,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2004",38200,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2005",40739,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2006",46444,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2007",49268,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2008",55145,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2009",64046,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2010",61377,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2011",57563,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2012",66069,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2013",65923,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2014",67015,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2015",68292,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2016",67815,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2017",66750,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2018",61053,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2019",59038,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2020",51899,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2021",43538,
"AUS","IMMIGINFLOW","FAMWORKR","NBR","A","2022",48041,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2003",16364,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2004",18717,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2005",22379,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2006",23781,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2007",28307,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2008",40424,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2009",38766,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2010",29051,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2011",40280,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2012",51170,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2013",46926,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2014",30947,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2015",25081,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2016",22115,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2017",14882,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2018",16500,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2019",16572,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2020",11915,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2021",3376,
"AUS","IMMIGINFLOW","FREEMOVS","NBR","A","2022",9257,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2003",10187,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2004",12046,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2005",17528,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2006",16964,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2007",14158,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2008",11729,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2009",14854,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2010",14553,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2011",13976,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2012",13756,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2013",20022,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2014",13768,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2015",13759,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2016",17555,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2017",21968,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2018",16250,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2019",18762,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2020",13171,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2021",5947,
"AUS","IMMIGINFLOW","HUMNTRN","NBR","A","2022",13307,
"AUS","IMMIGINFLOW","OTH","NBR","A","2003",2424,
"AUS","IMMIGINFLOW","OTH","NBR","A","2004",2191,
"AUS","IMMIGINFLOW","OTH","NBR","A","2005",1772,
"AUS","IMMIGINFLOW","OTH","NBR","A","2006",1618,
"AUS","IMMIGINFLOW","OTH","NBR","A","2007",1755,
"AUS","IMMIGINFLOW","OTH","NBR","A","2008",220,
"AUS","IMMIGINFLOW","OTH","NBR","A","2009",175,
"AUS","IMMIGINFLOW","OTH","NBR","A","2010",501,
"AUS","IMMIGINFLOW","OTH","NBR","A","2011",417,
"AUS","IMMIGINFLOW","OTH","NBR","A","2012",639,
"AUS","IMMIGINFLOW","OTH","NBR","A","2013",842,
"AUS","IMMIGINFLOW","OTH","NBR","A","2014",338,
"AUS","IMMIGINFLOW","OTH","NBR","A","2015",238,
"AUS","IMMIGINFLOW","OTH","NBR","A","2016",308,
"AUS","IMMIGINFLOW","OTH","NBR","A","2017",421,
"AUS","IMMIGINFLOW","OTH","NBR","A","2018",236,
"AUS","IMMIGINFLOW","OTH","NBR","A","2019",115,
"AUS","IMMIGINFLOW","OTH","NBR","A","2020",81,
"AUS","IMMIGINFLOW","OTH","NBR","A","2021",54,
"AUS","IMMIGINFLOW","OTH","NBR","A","2022",199,
"AUS","IMMIGINFLOW","WORK","NBR","A","2003",26616,
"AUS","IMMIGINFLOW","WORK","NBR","A","2004",36650,
"AUS","IMMIGINFLOW","WORK","NBR","A","2005",41154,
"AUS","IMMIGINFLOW","WORK","NBR","A","2006",45057,
"AUS","IMMIGINFLOW","WORK","NBR","A","2007",49648,
"AUS","IMMIGINFLOW","WORK","NBR","A","2008",52323,
"AUS","IMMIGINFLOW","WORK","NBR","A","2009",50731,
"AUS","IMMIGINFLOW","WORK","NBR","A","2010",46491,
"AUS","IMMIGINFLOW","WORK","NBR","A","2011",56162,
"AUS","IMMIGINFLOW","WORK","NBR","A","2012",59686,
"AUS","IMMIGINFLOW","WORK","NBR","A","2013",63050,
"AUS","IMMIGINFLOW","WORK","NBR","A","2014",61535,
"AUS","IMMIGINFLOW","WORK","NBR","A","2015",59482,
"AUS","IMMIGINFLOW","WORK","NBR","A","2016",60735,
"AUS","IMMIGINFLOW","WORK","NBR","A","2017",56817,
"AUS","IMMIGINFLOW","WORK","NBR","A","2018",50046,
"AUS","IMMIGINFLOW","WORK","NBR","A","2019",50675,
"AUS","IMMIGINFLOW","WORK","NBR","A","2020",43944,
"AUS","IMMIGINFLOW","WORK","NBR","A","2021",36082,
"AUS","IMMIGINFLOW","WORK","NBR","A","2022",41022,
"AUT","IMMIGINFLOW","FAM","NBR","A","2003",29786,
"AUT","IMMIGINFLOW","FAM","NBR","A","2004",27903,
"AUT","IMMIGINFLOW","FAM","NBR","A","2005",29014,
"AUT","IMMIGINFLOW","FAM","NBR","A","2006",12885,
"AUT","IMMIGINFLOW","FAM","NBR","A","2007",11348,
"AUT","IMMIGINFLOW","FAM","NBR","A","2008",10274,
"AUT","IMMIGINFLOW","FAM","NBR","A","2009",9649,
"AUT","IMMIGINFLOW","FAM","NBR","A","2010",10634,
"AUT","IMMIGINFLOW","FAM","NBR","A","2011",9710,
"AUT","IMMIGINFLOW","FAM","NBR","A","2012",11530,
"AUT","IMMIGINFLOW","FAM","NBR","A","2013",11374,
"AUT","IMMIGINFLOW","FAM","NBR","A","2014",11956,
"AUT","IMMIGINFLOW","FAM","NBR","A","2015",12842,
"AUT","IMMIGINFLOW","FAM","NBR","A","2016",12368,
"AUT","IMMIGINFLOW","FAM","NBR","A","2017",12179,
"AUT","IMMIGINFLOW","FAM","NBR","A","2018",11165,
"AUT","IMMIGINFLOW","FAM","NBR","A","2019",11847,
"AUT","IMMIGINFLOW","FAM","NBR","A","2020",9058,
"AUT","IMMIGINFLOW","FAM","NBR","A","2021",10806,
"AUT","IMMIGINFLOW","FAM","NBR","A","2022",12652,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2003",411,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2004",305,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2005",339,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2006",316,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2007",386,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2008",505,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2009",400,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2010",427,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2011",243,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2012",642,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2013",772,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2014",930,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2015",1078,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2016",979,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2017",1094,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2018",1543,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2019",2013,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2020",1315,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2021",1797,
"AUT","IMMIGINFLOW","FAMWORKR","NBR","A","2022",2179,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2003",14483,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2004",18809,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2005",19362,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2006",11717,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2007",27511,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2008",32170,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2009",29870,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2010",29251,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2011",38224,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2012",50937,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2013",50499,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2014",57516,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2015",70901,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2016",59625,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2017",57928,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2018",56798,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2019",57495,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2020",43871,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2021",46286,
"AUT","IMMIGINFLOW","FREEMOVS","NBR","A","2022",53876,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2003",3760,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2004",7359,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2005",5890,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2006",5147,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2007",7002,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2008",5539,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2009",4982,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2010",4749,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2011",5757,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2012",4099,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2013",4920,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2014",7563,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2015",15803,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2016",30570,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2017",25586,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2018",15020,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2019",7425,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2020",6835,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2021",12105,
"AUT","IMMIGINFLOW","HUMNTRN","NBR","A","2022",16560,
"AUT","IMMIGINFLOW","OTH","NBR","A","2003",1337,
"AUT","IMMIGINFLOW","OTH","NBR","A","2004",1286,
"AUT","IMMIGINFLOW","OTH","NBR","A","2005",694,
"AUT","IMMIGINFLOW","OTH","NBR","A","2006",141,
"AUT","IMMIGINFLOW","OTH","NBR","A","2007",135,
"AUT","IMMIGINFLOW","OTH","NBR","A","2008",194,
"AUT","IMMIGINFLOW","OTH","NBR","A","2009",232,
"AUT","IMMIGINFLOW","OTH","NBR","A","2010",215,
"AUT","IMMIGINFLOW","OTH","NBR","A","2011",247,
"AUT","IMMIGINFLOW","OTH","NBR","A","2012",239,
"AUT","IMMIGINFLOW","OTH","NBR","A","2013",288,
"AUT","IMMIGINFLOW","OTH","NBR","A","2014",295,
"AUT","IMMIGINFLOW","OTH","NBR","A","2015",408,
"AUT","IMMIGINFLOW","OTH","NBR","A","2016",410,
"AUT","IMMIGINFLOW","OTH","NBR","A","2017",415,
"AUT","IMMIGINFLOW","OTH","NBR","A","2018",440,
"AUT","IMMIGINFLOW","OTH","NBR","A","2019",447,
"AUT","IMMIGINFLOW","OTH","NBR","A","2020",241,
"AUT","IMMIGINFLOW","OTH","NBR","A","2021",493,
"AUT","IMMIGINFLOW","OTH","NBR","A","2022",540,
"AUT","IMMIGINFLOW","WORK","NBR","A","2003",2166,
"AUT","IMMIGINFLOW","WORK","NBR","A","2004",1478,
"AUT","IMMIGINFLOW","WORK","NBR","A","2005",1514,
"AUT","IMMIGINFLOW","WORK","NBR","A","2006",582,
"AUT","IMMIGINFLOW","WORK","NBR","A","2007",737,
"AUT","IMMIGINFLOW","WORK","NBR","A","2008",847,
"AUT","IMMIGINFLOW","WORK","NBR","A","2009",556,
"AUT","IMMIGINFLOW","WORK","NBR","A","2010",638,
"AUT","IMMIGINFLOW","WORK","NBR","A","2011",1016,
"AUT","IMMIGINFLOW","WORK","NBR","A","2012",1239,
"AUT","IMMIGINFLOW","WORK","NBR","A","2013",1321,
"AUT","IMMIGINFLOW","WORK","NBR","A","2014",1220,
"AUT","IMMIGINFLOW","WORK","NBR","A","2015",1325,
"AUT","IMMIGINFLOW","WORK","NBR","A","2016",1246,
"AUT","IMMIGINFLOW","WORK","NBR","A","2017",1383,
"AUT","IMMIGINFLOW","WORK","NBR","A","2018",1920,
"AUT","IMMIGINFLOW","WORK","NBR","A","2019",2224,
"AUT","IMMIGINFLOW","WORK","NBR","A","2020",1468,
"AUT","IMMIGINFLOW","WORK","NBR","A","2021",2083,
"AUT","IMMIGINFLOW","WORK","NBR","A","2022",3343,
"BEL","IMMIGINFLOW","FAM","NBR","A","2005",20320,
"BEL","IMMIGINFLOW","FAM","NBR","A","2006",20320,
"BEL","IMMIGINFLOW","FAM","NBR","A","2007",20320,
"BEL","IMMIGINFLOW","FAM","NBR","A","2008",20320,
"BEL","IMMIGINFLOW","FAM","NBR","A","2009",28523,
"BEL","IMMIGINFLOW","FAM","NBR","A","2010",28667,
"BEL","IMMIGINFLOW","FAM","NBR","A","2011",25509,
"BEL","IMMIGINFLOW","FAM","NBR","A","2012",25060,
"BEL","IMMIGINFLOW","FAM","NBR","A","2013",22266,
"BEL","IMMIGINFLOW","FAM","NBR","A","2014",23114,
"BEL","IMMIGINFLOW","FAM","NBR","A","2015",26206,
"BEL","IMMIGINFLOW","FAM","NBR","A","2016",26325,
"BEL","IMMIGINFLOW","FAM","NBR","A","2017",28653,
"BEL","IMMIGINFLOW","FAM","NBR","A","2018",29551,
"BEL","IMMIGINFLOW","FAM","NBR","A","2019",32261,
"BEL","IMMIGINFLOW","FAM","NBR","A","2020",25712,
"BEL","IMMIGINFLOW","FAM","NBR","A","2021",32710,
"BEL","IMMIGINFLOW","FAM","NBR","A","2022",33313,
"BEL","IMMIGINFLOW","FAMWORKR","NBR","A","2000",0,
"BEL","IMMIGINFLOW","FAMWORKR","NBR","A","2001",0,
"BEL","IMMIGINFLOW","FAMWORKR","NBR","A","2002",0,
"BEL","IMMIGINFLOW","FAMWORKR","NBR","A","2003",0,
"BEL","IMMIGINFLOW","FAMWORKR","NBR","A","2004",0,
"BEL","IMMIGINFLOW","FAMWORKR","NBR","A","2005",0,
"BEL","IMMIGINFLOW","FAMWORKR","NBR","A","2006",0,
"BEL","IMMIGINFLOW","FAMWORKR","NBR","A","2007",0,
"BEL","IMMIGINFLOW","FAMWORKR","NBR","A","2008",0,
"BEL","IMMIGINFLOW","FAMWORKR","NBR","A","2009",0,
"BEL","IMMIGINFLOW","FAMWORKR","NBR","A","2010",0,
"BEL","IMMIGINFLOW","FAMWORKR","NBR","A","2011",0,
"BEL","IMMIGINFLOW","FAMWORKR","NBR","A","2012",0,
"BEL","IMMIGINFLOW","FAMWORKR","NBR","A","2013",0,
"BEL","IMMIGINFLOW","FAMWORKR","NBR","A","2014",0,
"BEL","IMMIGINFLOW","FAMWORKR","NBR","A","2015",0,
"BEL","IMMIGINFLOW","FAMWORKR","NBR","A","2016",0,
"BEL","IMMIGINFLOW","FAMWORKR","NBR","A","2018",0,
"BEL","IMMIGINFLOW","FAMWORKR","NBR","A","2019",0,
"BEL","IMMIGINFLOW","FREEMOVS","NBR","A","2005",14752,
"BEL","IMMIGINFLOW","FREEMOVS","NBR","A","2006",15657,
"BEL","IMMIGINFLOW","FREEMOVS","NBR","A","2007",57973,
"BEL","IMMIGINFLOW","FREEMOVS","NBR","A","2008",64999,
"BEL","IMMIGINFLOW","FREEMOVS","NBR","A","2009",59283,
"BEL","IMMIGINFLOW","FREEMOVS","NBR","A","2010",61248,
"BEL","IMMIGINFLOW","FREEMOVS","NBR","A","2011",66860,
"BEL","IMMIGINFLOW","FREEMOVS","NBR","A","2012",67670,
"BEL","IMMIGINFLOW","FREEMOVS","NBR","A","2013",64361,
"BEL","IMMIGINFLOW","FREEMOVS","NBR","A","2014",64759,
"BEL","IMMIGINFLOW","FREEMOVS","NBR","A","2015",62199,
"BEL","IMMIGINFLOW","FREEMOVS","NBR","A","2016",59222,
"BEL","IMMIGINFLOW","FREEMOVS","NBR","A","2017",60538,
"BEL","IMMIGINFLOW","FREEMOVS","NBR","A","2018",64393,
"BEL","IMMIGINFLOW","FREEMOVS","NBR","A","2019",69454,
"BEL","IMMIGINFLOW","FREEMOVS","NBR","A","2020",56984,
"BEL","IMMIGINFLOW","FREEMOVS","NBR","A","2021",63564,
"BEL","IMMIGINFLOW","FREEMOVS","NBR","A","2022",70556,
"BEL","IMMIGINFLOW","HUMNTRN","NBR","A","2005",3059,
"BEL","IMMIGINFLOW","HUMNTRN","NBR","A","2006",1922,
"BEL","IMMIGINFLOW","HUMNTRN","NBR","A","2007",2122,
"BEL","IMMIGINFLOW","HUMNTRN","NBR","A","2008",3505,
"BEL","IMMIGINFLOW","HUMNTRN","NBR","A","2009",2905,
"BEL","IMMIGINFLOW","HUMNTRN","NBR","A","2010",3510,
"BEL","IMMIGINFLOW","HUMNTRN","NBR","A","2011",5075,
"BEL","IMMIGINFLOW","HUMNTRN","NBR","A","2012",5555,
"BEL","IMMIGINFLOW","HUMNTRN","NBR","A","2013",6313,
"BEL","IMMIGINFLOW","HUMNTRN","NBR","A","2014",8139,
"BEL","IMMIGINFLOW","HUMNTRN","NBR","A","2015",10800,
"BEL","IMMIGINFLOW","HUMNTRN","NBR","A","2016",15478,
"BEL","IMMIGINFLOW","HUMNTRN","NBR","A","2017",13833,
"BEL","IMMIGINFLOW","HUMNTRN","NBR","A","2018",10483,
"BEL","IMMIGINFLOW","HUMNTRN","NBR","A","2019",6719,
"BEL","IMMIGINFLOW","HUMNTRN","NBR","A","2020",5836,
"BEL","IMMIGINFLOW","HUMNTRN","NBR","A","2021",10093,
"BEL","IMMIGINFLOW","HUMNTRN","NBR","A","2022",11061,
"BEL","IMMIGINFLOW","OTH","NBR","A","2005",0,
"BEL","IMMIGINFLOW","OTH","NBR","A","2006",0,
"BEL","IMMIGINFLOW","OTH","NBR","A","2008",3053,
"BEL","IMMIGINFLOW","OTH","NBR","A","2009",10866,
"BEL","IMMIGINFLOW","OTH","NBR","A","2010",21703,
"BEL","IMMIGINFLOW","OTH","NBR","A","2011",6193,
"BEL","IMMIGINFLOW","OTH","NBR","A","2012",1855,
"BEL","IMMIGINFLOW","OTH","NBR","A","2013",736,
"BEL","IMMIGINFLOW","OTH","NBR","A","2014",809,
"BEL","IMMIGINFLOW","OTH","NBR","A","2015",295,
"BEL","IMMIGINFLOW","OTH","NBR","A","2016",114,
"BEL","IMMIGINFLOW","OTH","NBR","A","2017",107,
"BEL","IMMIGINFLOW","OTH","NBR","A","2018",129,
"BEL","IMMIGINFLOW","OTH","NBR","A","2019",106,
"BEL","IMMIGINFLOW","OTH","NBR","A","2020",97,
"BEL","IMMIGINFLOW","OTH","NBR","A","2021",122,
"BEL","IMMIGINFLOW","OTH","NBR","A","2022",141,
"BEL","IMMIGINFLOW","WORK","NBR","A","2005",3556,
"BEL","IMMIGINFLOW","WORK","NBR","A","2006",4635,
"BEL","IMMIGINFLOW","WORK","NBR","A","2007",2700,
"BEL","IMMIGINFLOW","WORK","NBR","A","2008",3035,
"BEL","IMMIGINFLOW","WORK","NBR","A","2009",3041,
"BEL","IMMIGINFLOW","WORK","NBR","A","2010",3591,
"BEL","IMMIGINFLOW","WORK","NBR","A","2011",4003,
"BEL","IMMIGINFLOW","WORK","NBR","A","2012",4046,
"BEL","IMMIGINFLOW","WORK","NBR","A","2013",3810,
"BEL","IMMIGINFLOW","WORK","NBR","A","2014",4155,
"BEL","IMMIGINFLOW","WORK","NBR","A","2015",4250,
"BEL","IMMIGINFLOW","WORK","NBR","A","2016",4380,
"BEL","IMMIGINFLOW","WORK","NBR","A","2017",4995,
"BEL","IMMIGINFLOW","WORK","NBR","A","2018",5390,
"BEL","IMMIGINFLOW","WORK","NBR","A","2019",5485,
"BEL","IMMIGINFLOW","WORK","NBR","A","2020",3688,
"BEL","IMMIGINFLOW","WORK","NBR","A","2021",5693,
"BEL","IMMIGINFLOW","WORK","NBR","A","2022",7221,
"CAN","IMMIGINFLOW","FAM","NBR","A","1995",77386,
"CAN","IMMIGINFLOW","FAM","NBR","A","1996",68359,
"CAN","IMMIGINFLOW","FAM","NBR","A","1997",59979,
"CAN","IMMIGINFLOW","FAM","NBR","A","1998",50896,
"CAN","IMMIGINFLOW","FAM","NBR","A","1999",55274,
"CAN","IMMIGINFLOW","FAM","NBR","A","2000",60623,
"CAN","IMMIGINFLOW","FAM","NBR","A","2001",66814,
"CAN","IMMIGINFLOW","FAM","NBR","A","2002",65338,
"CAN","IMMIGINFLOW","FAM","NBR","A","2003",70732,
"CAN","IMMIGINFLOW","FAM","NBR","A","2004",63554,
"CAN","IMMIGINFLOW","FAM","NBR","A","2005",64008,
"CAN","IMMIGINFLOW","FAM","NBR","A","2006",71288,
"CAN","IMMIGINFLOW","FAM","NBR","A","2007",67081,
"CAN","IMMIGINFLOW","FAM","NBR","A","2008",66420,
"CAN","IMMIGINFLOW","FAM","NBR","A","2009",66063,
"CAN","IMMIGINFLOW","FAM","NBR","A","2010",60743,
"CAN","IMMIGINFLOW","FAM","NBR","A","2011",56989,
"CAN","IMMIGINFLOW","FAM","NBR","A","2012",65497,
"CAN","IMMIGINFLOW","FAM","NBR","A","2013",83379,
"CAN","IMMIGINFLOW","FAM","NBR","A","2014",67714,
"CAN","IMMIGINFLOW","FAM","NBR","A","2015",69499,
"CAN","IMMIGINFLOW","FAM","NBR","A","2016",78006,
"CAN","IMMIGINFLOW","FAM","NBR","A","2017",82467,
"CAN","IMMIGINFLOW","FAM","NBR","A","2018",85167,
"CAN","IMMIGINFLOW","FAM","NBR","A","2019",91310,
"CAN","IMMIGINFLOW","FAM","NBR","A","2020",49290,
"CAN","IMMIGINFLOW","FAM","NBR","A","2021",81435,
"CAN","IMMIGINFLOW","FAM","NBR","A","2022",97335,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","1995",62896,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","1996",73972,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","1997",75943,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","1998",56158,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","1999",61955,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2000",78214,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2001",90452,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2002",79818,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2003",70368,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2004",78798,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2005",94768,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2006",82630,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2007",77485,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2008",87842,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2009",89567,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2010",110446,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2011",91802,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2012",92583,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2013",83489,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2014",87046,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2015",93648,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2016",86300,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2017",78360,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2018",90503,
