"Country or Area","Year","Value","Value Footnotes","Unit"
"Slovakia","1991","11573.0","","million cubic metres"
"Slovakia","1990","15937.0","","million cubic metres"
"Slovakia","0","13074.0","","million cubic metres"
"Slovenia","2017","18649.0","8","million cubic metres"
"Slovenia","2016","18406.0","","million cubic metres"
"Slovenia","2015","10661.0","","million cubic metres"
"Slovenia","2014","25226.0","","million cubic metres"
"Slovenia","2013","21430.0","","million cubic metres"
"Slovenia","2012","17413.0","","million cubic metres"
"Slovenia","2011","7756.0","","million cubic metres"
"Slovenia","2010","21730.0","","million cubic metres"
"Slovenia","2009","20523.0","","million cubic metres"
"Slovenia","2008","23182.0","","million cubic metres"
"Slovenia","2007","15713.0","","million cubic metres"
"Slovenia","2006","12226.0","","million cubic metres"
"Slovenia","2005","16528.0","","million cubic metres"
"Slovenia","2004","21025.0","","million cubic metres"
"Slovenia","2003","9175.0","","million cubic metres"
"Slovenia","2002","15135.0","","million cubic metres"
"Slovenia","2001","16282.0","","million cubic metres"
"Slovenia","2000","17862.0","","million cubic metres"
"Slovenia","1999","18214.1","","million cubic metres"
"Slovenia","1998","18654.0","","million cubic metres"
"Slovenia","1997","14223.5","","million cubic metres"
"Slovenia","1996","21314.3","","million cubic metres"
"Slovenia","1995","19867.0","","million cubic metres"
"Slovenia","1994","8355.5","","million cubic metres"
"Slovenia","1993","3145.4","","million cubic metres"
"Slovenia","1992","5376.4","","million cubic metres"
"Slovenia","1991","5320.0","","million cubic metres"
"Slovenia","1990","19092.0","","million cubic metres"
"Slovenia","0","18596.0","","million cubic metres"
"South Africa","2000","49040.0","","million cubic metres"
"Spain","2015","162392.0","","million cubic metres"
"Spain","2013","63441.0","","million cubic metres"
"Spain","2012","168275.0","","million cubic metres"
"Spain","2011","80592.0","","million cubic metres"
"Spain","2010","107482.0","","million cubic metres"
"Spain","2009","170959.0","","million cubic metres"
"Spain","2008","79753.0","","million cubic metres"
"Spain","2007","68629.0","","million cubic metres"
"Spain","2006","109676.0","","million cubic metres"
"Spain","2005","84324.0","","million cubic metres"
"Spain","2004","53713.0","","million cubic metres"
"Spain","2003","121579.0","","million cubic metres"
"Spain","2002","131378.0","","million cubic metres"
"Spain","2001","62344.0","","million cubic metres"
"Spain","2000","168178.0","","million cubic metres"
"Spain","1999","59763.0","","million cubic metres"
"Spain","1998","121889.0","","million cubic metres"
"Spain","1997","144406.0","","million cubic metres"
"Spain","1996","167414.0","","million cubic metres"
"Spain","1995","73454.0","","million cubic metres"
"Spain","1994","93679.0","","million cubic metres"
"Spain","1993","101776.0","","million cubic metres"
"Spain","1992","99319.0","","million cubic metres"
"Spain","1991","74835.0","","million cubic metres"
"Spain","1990","112580.0","","million cubic metres"
"Spain","0","111133.0","","million cubic metres"
"Sri Lanka","2006","42788.0","","million cubic metres"
"Sri Lanka","2005","59666.0","","million cubic metres"
"Sri Lanka","2004","36372.0","","million cubic metres"
"Sri Lanka","2003","57697.0","","million cubic metres"
"Sri Lanka","2002","23753.0","","million cubic metres"
"Sri Lanka","2001","23740.0","","million cubic metres"
"Sri Lanka","2000","19798.0","","million cubic metres"
"Sri Lanka","1999","16699.0","","million cubic metres"
"Sri Lanka","1998","52491.0","","million cubic metres"
"Sri Lanka","1997","40166.0","","million cubic metres"
"Sri Lanka","1996","53254.0","","million cubic metres"
"Sri Lanka","1995","35222.0","","million cubic metres"
"Sri Lanka","1990","33178.0","","million cubic metres"
"Sri Lanka","0","38063.0","","million cubic metres"
"Sweden","2017","179741.0","","million cubic metres"
"Sweden","2016","149299.0","","million cubic metres"
"Sweden","2015","202894.0","","million cubic metres"
"Sweden","2014","169204.0","","million cubic metres"
"Sweden","2013","156068.0","","million cubic metres"
"Sweden","2012","218514.0","","million cubic metres"
"Sweden","2011","202844.0","","million cubic metres"
"Sweden","2010","174240.0","","million cubic metres"
"Sweden","2009","175514.0","","million cubic metres"
"Sweden","2008","195068.0","","million cubic metres"
"Sweden","2007","184753.0","","million cubic metres"
"Sweden","2006","179356.0","","million cubic metres"
"Sweden","2005","171211.0","","million cubic metres"
"Sweden","2004","179244.0","","million cubic metres"
"Sweden","2003","143102.0","","million cubic metres"
"Sweden","2002","150090.0","","million cubic metres"
"Sweden","2001","205387.0","","million cubic metres"
"Sweden","2000","244835.0","","million cubic metres"
"Sweden","1999","178170.0","","million cubic metres"
"Sweden","1998","227570.0","","million cubic metres"
"Sweden","1997","148380.0","","million cubic metres"
"Sweden","1996","115780.0","","million cubic metres"
"Sweden","1995","185336.0","","million cubic metres"
"Sweden","1994","147580.0","","million cubic metres"
"Sweden","1993","180275.0","","million cubic metres"
"Sweden","1992","174275.0","","million cubic metres"
"Sweden","1991","145530.0","","million cubic metres"
"Sweden","1990","181050.0","","million cubic metres"
"Sweden","0","181526.0","","million cubic metres"
"Switzerland","2015","40173.0","","million cubic metres"
"Switzerland","2014","41535.0","","million cubic metres"
"Switzerland","2013","45967.0","","million cubic metres"
"Switzerland","2012","39153.0","","million cubic metres"
"Switzerland","2011","31058.0","","million cubic metres"
"Switzerland","2010","37493.0","","million cubic metres"
"Switzerland","2009","37691.0","","million cubic metres"
"Switzerland","2008","39834.0","","million cubic metres"
"Switzerland","2007","39199.0","","million cubic metres"
"Switzerland","2006","34371.0","","million cubic metres"
"Switzerland","2005","33558.0","","million cubic metres"
"Switzerland","2004","35425.0","","million cubic metres"
"Switzerland","2003","36499.0","","million cubic metres"
"Switzerland","2002","38739.0","","million cubic metres"
"Switzerland","2001","52571.0","","million cubic metres"
"Switzerland","2000","41455.0","","million cubic metres"
"Switzerland","1999","52819.7","","million cubic metres"
"Switzerland","1998","34760.3","","million cubic metres"
"Switzerland","1997","40048.1","","million cubic metres"
"Switzerland","1996","32701.4","","million cubic metres"
"Switzerland","1995","46421.0","","million cubic metres"
"Switzerland","1994","49038.2","","million cubic metres"
"Switzerland","1993","40557.3","","million cubic metres"
"Switzerland","1992","37050.6","","million cubic metres"
"Switzerland","1991","37184.5","","million cubic metres"
"Switzerland","1990","33103.0","","million cubic metres"
"Switzerland","0","39825.0","","million cubic metres"
"Syrian Arab Republic","2019","8024.2","","million cubic metres"
"Syrian Arab Republic","2018","10256.0","","million cubic metres"
"Syrian Arab Republic","2017","5401.0","","million cubic metres"
"Syrian Arab Republic","2016","5147.6","","million cubic metres"
"Syrian Arab Republic","2015","5922.0","","million cubic metres"
"Syrian Arab Republic","2014","6266.0","","million cubic metres"
"Syrian Arab Republic","2013","4431.0","","million cubic metres"
"Syrian Arab Republic","2012","7682.0","","million cubic metres"
"Syrian Arab Republic","2011","6278.0","","million cubic metres"
"Syrian Arab Republic","2010","6441.0","","million cubic metres"
"Syrian Arab Republic","2009","5347.0","","million cubic metres"
"Syrian Arab Republic","2008","4615.0","","million cubic metres"
"Syrian Arab Republic","2007","5478.0","","million cubic metres"
"Syrian Arab Republic","2006","5879.0","","million cubic metres"
"Syrian Arab Republic","2005","7561.0","","million cubic metres"
"Syrian Arab Republic","2004","9060.0","","million cubic metres"
"Syrian Arab Republic","2003","8761.0","","million cubic metres"
"Syrian Arab Republic","2002","5993.0","","million cubic metres"
"Syrian Arab Republic","2001","4985.0","","million cubic metres"
"Syrian Arab Republic","2000","4626.0","","million cubic metres"
"Syrian Arab Republic","1999","5278.0","","million cubic metres"
"Syrian Arab Republic","1995","6906.0","","million cubic metres"
"Thailand","0","320476.7","","million cubic metres"
"Togo","2007","15000.0","","million cubic metres"
"Togo","2006","15000.0","","million cubic metres"
"Togo","2005","15000.0","","million cubic metres"
"Togo","2004","15000.0","","million cubic metres"
"Togo","2003","15000.0","","million cubic metres"
"Togo","2002","15000.0","","million cubic metres"
"Togo","2001","15000.0","","million cubic metres"
"Togo","2000","15000.0","","million cubic metres"
"Togo","1999","15000.0","","million cubic metres"
"Togo","1998","15000.0","","million cubic metres"
"Togo","1997","15000.0","","million cubic metres"
"Togo","1996","15000.0","","million cubic metres"
"Togo","1995","15000.0","","million cubic metres"
"Togo","1990","15000.0","","million cubic metres"
"Togo","0","15000.0","","million cubic metres"
"Trinidad and Tobago","2006","4353.1","","million cubic metres"
"Trinidad and Tobago","2005","4067.8","","million cubic metres"
"Trinidad and Tobago","2004","4279.0","","million cubic metres"
"Trinidad and Tobago","2003","-257.4","9","million cubic metres"
"Trinidad and Tobago","2002","5265.6","","million cubic metres"
"Trinidad and Tobago","2001","3085.3","","million cubic metres"
"Trinidad and Tobago","2000","6565.2","","million cubic metres"
"Trinidad and Tobago","1999","5780.2","","million cubic metres"
"Tunisia","2013","1821.0","","million cubic metres"
"Tunisia","2012","3213.4","","million cubic metres"
"Tunisia","2011","2904.0","","million cubic metres"
"Tunisia","2010","2142.0","","million cubic metres"
"Tunisia","2009","3379.0","","million cubic metres"
"Tunisia","2008","2094.0","","million cubic metres"
"Tunisia","2007","3669.0","","million cubic metres"
"Tunisia","2006","3544.0","","million cubic metres"
"Tunisia","2005","3058.0","","million cubic metres"
"Tunisia","2004","4434.0","","million cubic metres"
"Tunisia","2003","3961.0","","million cubic metres"
"Tunisia","2002","2196.0","","million cubic metres"
"Tunisia","2001","2196.0","","million cubic metres"
"Tunisia","2000","2891.0","","million cubic metres"
"Tunisia","1999","3795.0","","million cubic metres"
"Tunisia","1995","2807.8","","million cubic metres"
"Tunisia","1990","5782.4","","million cubic metres"
"Tunisia","0","4170.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2010","110990.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2009","153341.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2008","179875.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2007","155980.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2006","158918.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2005","150518.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2004","171584.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2003","114082.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2002","199367.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2001","158724.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","2000","221578.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1999","194116.7","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1998","194457.3","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1997","136418.4","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1996","125097.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1995","161386.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1994","193558.5","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1993","172300.1","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1992","173634.1","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1991","154337.2","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","1990","181609.0","","million cubic metres"
"United Kingdom of Great Britain and Northern Ireland","0","161369.0","","million cubic metres"
"United States of America","0","2460.0","1","million cubic metres"
"Venezuela (Bolivarian Republic of)","2009","106773.5","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","2008","464435.1","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","2007","506619.7","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","2006","432312.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","2005","652312.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","2004","562312.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","2003","347543.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","2002","582312.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","2001","562312.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","2000","562312.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","1999","630000.0","","million cubic metres"
"Venezuela (Bolivarian Republic of)","1998","540000.0","","million cubic metres"
"Venezuela (Bolivarian Republic of)","1997","590000.0","","million cubic metres"
"Venezuela (Bolivarian Republic of)","1996","560000.0","","million cubic metres"
"Venezuela (Bolivarian Republic of)","1995","662312.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","1990","672312.0","10","million cubic metres"
"Venezuela (Bolivarian Republic of)","0","576927.4","11,10","million cubic metres"
"Yemen","2002","4000.0","","million cubic metres"
"Yemen","2000","2200.0","","million cubic metres"
"Yemen","1995","2500.0","","million cubic metres"
"Yemen","1994","3660.0","","million cubic metres"
"Yemen","1990","2500.0","","million cubic metres"
"Zambia","2012","989.5","","million cubic metres"
"Zambia","2011","846.5","","million cubic metres"
"Zambia","2010","964.9","","million cubic metres"
"Zambia","2009","958.3","","million cubic metres"
"Zambia","2008","975.3","","million cubic metres"
"Zambia","2007","992.9","","million cubic metres"
"Zambia","2006","968.7","","million cubic metres"
"Zambia","2005","714.3","","million cubic metres"
"Zambia","2004","993.0","","million cubic metres"
"Zambia","2003","911.9","","million cubic metres"
"Zambia","2002","803.8","","million cubic metres"
"Zambia","2001","979.7","","million cubic metres"
"Zambia","0","904.6","","million cubic metres"
"Zimbabwe","2017","46954.1","","million cubic metres"
"Zimbabwe","2016","26682.6","","million cubic metres"
"Zimbabwe","2015","30825.5","","million cubic metres"
"Zimbabwe","2014","37123.4","","million cubic metres"
"Zimbabwe","2013","37841.8","","million cubic metres"
"Zimbabwe","2012","32719.8","","million cubic metres"
"Zimbabwe","2011","36675.7","","million cubic metres"
"Zimbabwe","2010","34889.6","","million cubic metres"
"Zimbabwe","2009","36133.7","","million cubic metres"
"Zimbabwe","2008","39176.2","","million cubic metres"
"Zimbabwe","2007","29443.6","","million cubic metres"
"Zimbabwe","2006","41118.7","","million cubic metres"
"Zimbabwe","2005","26028.2","","million cubic metres"
"Zimbabwe","2004","35047.1","","million cubic metres"
"Zimbabwe","2003","29989.0","","million cubic metres"
"Zimbabwe","2002","22916.1","","million cubic metres"
"Zimbabwe","2001","35849.1","","million cubic metres"
"Zimbabwe","2000","43470.6","","million cubic metres"
"Zimbabwe","1999","38324.0","","million cubic metres"
"Zimbabwe","1998","26382.5","","million cubic metres"
"Zimbabwe","1997","39691.8","","million cubic metres"
"Zimbabwe","1996","34476.3","","million cubic metres"
"Zimbabwe","1995","20606.1","","million cubic metres"
"Zimbabwe","1990","30756.6","","million cubic metres"
"Zimbabwe","0","33880.1","","million cubic metres"

"fnSeqID","Footnote"
"1","Estimate."
"2","Provisional value."
"3","The number is negative because evapotranspiration covers both water from precipitation and external inflow of water.  Whereas precipitation covers water from rain that fall within the National territory."
"4","Annual volumes of the internal surface flows and inflows from neighbouring countries are calculated by the method of GGI. Underground runoff is not taken into account."
"5","Data refer to the hydrologic year (November to October)."
"6","The values are lower compared to those in other years since 1999 was an exceptionally dry year."
"7","Internal inflow is calculated as total amount of all small rivers per year (without  Dniester and Prut)."
"8","Eurostat estimate."
"9","2003 was a deficit year when evapotranspiration was higher than precipitation, giving rise to the negative figure."
"10","The figures for internal flow include usable groundwater reservoirs, estimated at 22312 million m3."
"11","The long-term annual average for precipitation, evapotranspiration and internal flow  is based on a period of 13 years."
